NOM_ENT,NOM_MUN,BP1_1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,9
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,AGUASCALIENTES,2
AGUASCALIENTES,AGUASCALIENTES,1
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,2
AGUASCALIENTES,JESUS MARIA,1
AGUASCALIENTES,JESUS MARIA,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,MEXICALI,1
BAJA CALIFORNIA,MEXICALI,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
BAJA CALIFORNIA,TIJUANA,2
BAJA CALIFORNIA,TIJUANA,1
