AÑO,TRIMESTRE,NOM_ENT,NOM_MUN,TOTAL_REGISTROS,TOTAL_SEGUROS,TOTAL_INSEGUROS,TOTAL_NO_RESPONDE,PCT_SEGUROS,PCT_INSEGUROS,PCT_NO_RESPONDE
2020,4,AGUASCALIENTES,AGUASCALIENTES,250,135,115,0,54.0,46.0,0.0
2020,4,AGUASCALIENTES,JESUS MARIA,17,9,8,0,52.94,47.06,0.0
2020,4,BAJA CALIFORNIA,MEXICALI,263,94,168,1,35.74,63.88,0.38
2020,4,BAJA CALIFORNIA,TIJUANA,270,47,222,1,17.41,82.22,0.37
2020,4,BAJA CALIFORNIA SUR,LA PAZ,264,185,77,2,70.08,29.17,0.76
2020,4,BAJA CALIFORNIA SUR,LOS CABOS,256,210,43,3,82.03,16.8,1.17
2020,4,CAMPECHE,CAMPECHE,261,146,113,2,55.94,43.3,0.77
2020,4,CAMPECHE,CARMEN,262,91,169,2,34.73,64.5,0.76
2020,4,CHIAPAS,CHIAPA DE CORZO,22,12,9,1,54.55,40.91,4.55
2020,4,CHIAPAS,TAPACHULA,265,59,205,1,22.26,77.36,0.38
2020,4,CHIAPAS,TUXTLA GUTIERREZ,250,55,194,1,22.0,77.6,0.4
2020,4,CHIHUAHUA,CHIHUAHUA,259,102,157,0,39.38,60.62,0.0
2020,4,CHIHUAHUA,JUAREZ,267,72,195,0,26.97,73.03,0.0
2020,4,CIUDAD DE MEXICO,ALVARO OBREGON,264,42,222,0,15.91,84.09,0.0
2020,4,CIUDAD DE MEXICO,AZCAPOTZALCO,259,71,188,0,27.41,72.59,0.0
2020,4,CIUDAD DE MEXICO,BENITO JUAREZ,258,166,92,0,64.34,35.66,0.0
2020,4,CIUDAD DE MEXICO,COYOACAN,259,112,147,0,43.24,56.76,0.0
2020,4,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,265,164,100,1,61.89,37.74,0.38
2020,4,CIUDAD DE MEXICO,CUAUHTEMOC,260,84,176,0,32.31,67.69,0.0
2020,4,CIUDAD DE MEXICO,GUSTAVO A. MADERO,276,81,194,1,29.35,70.29,0.36
2020,4,CIUDAD DE MEXICO,IZTACALCO,262,59,202,1,22.52,77.1,0.38
2020,4,CIUDAD DE MEXICO,IZTAPALAPA,274,48,225,1,17.52,82.12,0.36
2020,4,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,256,80,176,0,31.25,68.75,0.0
2020,4,CIUDAD DE MEXICO,MIGUEL HIDALGO,259,85,174,0,32.82,67.18,0.0
2020,4,CIUDAD DE MEXICO,MILPA ALTA,268,116,145,7,43.28,54.1,2.61
2020,4,CIUDAD DE MEXICO,TLAHUAC,265,52,209,4,19.62,78.87,1.51
2020,4,CIUDAD DE MEXICO,TLALPAN,261,67,193,1,25.67,73.95,0.38
2020,4,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,261,80,181,0,30.65,69.35,0.0
2020,4,CIUDAD DE MEXICO,XOCHIMILCO,264,69,193,2,26.14,73.11,0.76
2020,4,COAHUILA DE ZARAGOZA,MATAMOROS,15,7,8,0,46.67,53.33,0.0
2020,4,COAHUILA DE ZARAGOZA,NAVA,8,6,2,0,75.0,25.0,0.0
2020,4,COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,259,146,113,0,56.37,43.63,0.0
2020,4,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,24,17,7,0,70.83,29.17,0.0
2020,4,COAHUILA DE ZARAGOZA,SALTILLO,232,165,67,0,71.12,28.88,0.0
2020,4,COAHUILA DE ZARAGOZA,TORREON,148,68,80,0,45.95,54.05,0.0
2020,4,COLIMA,COLIMA,84,20,64,0,23.81,76.19,0.0
2020,4,COLIMA,MANZANILLO,257,91,166,0,35.41,64.59,0.0
2020,4,COLIMA,VILLA DE ALVAREZ,178,61,116,1,34.27,65.17,0.56
2020,4,DURANGO,DURANGO,263,143,119,1,54.37,45.25,0.38
2020,4,DURANGO,GOMEZ PALACIO,75,39,36,0,52.0,48.0,0.0
2020,4,DURANGO,LERDO,20,10,10,0,50.0,50.0,0.0
2020,4,GUANAJUATO,GUANAJUATO,279,73,206,0,26.16,73.84,0.0
2020,4,GUANAJUATO,LEON,252,44,208,0,17.46,82.54,0.0
2020,4,GUANAJUATO,PURISIMA DEL RINCON,4,0,4,0,0.0,100.0,0.0
2020,4,GUANAJUATO,SAN FRANCISCO DEL RINCON,19,4,15,0,21.05,78.95,0.0
2020,4,GUERRERO,ACAPULCO DE JUAREZ,234,51,183,0,21.79,78.21,0.0
2020,4,GUERRERO,CHILPANCINGO DE LOS BRAVO,243,56,187,0,23.05,76.95,0.0
2020,4,GUERRERO,ZIHUATANEJO DE AZUETA,256,76,180,0,29.69,70.31,0.0
2020,4,HIDALGO,MINERAL DE LA REFORMA,72,37,35,0,51.39,48.61,0.0
