AÑO,TRIMESTRE,NOM_ENT,NOM_MUN,TOTAL_REGISTROS,TOTAL_SEGUROS,TOTAL_INSEGUROS,TOTAL_NO_RESPONDE,PCT_SEGUROS,PCT_INSEGUROS,PCT_NO_RESPONDE
2020,1,AGUASCALIENTES,AGUASCALIENTES,249,103,145,1,41.37,58.23,0.4
2020,1,AGUASCALIENTES,JESUS MARIA,19,6,13,0,31.58,68.42,0.0
2020,1,BAJA CALIFORNIA,MEXICALI,264,101,163,0,38.26,61.74,0.0
2020,1,BAJA CALIFORNIA,TIJUANA,270,42,228,0,15.56,84.44,0.0
2020,1,BAJA CALIFORNIA SUR,LA PAZ,270,156,109,5,57.78,40.37,1.85
2020,1,BAJA CALIFORNIA SUR,LOS CABOS,257,153,100,4,59.53,38.91,1.56
2020,1,CAMPECHE,CAMPECHE,266,148,115,3,55.64,43.23,1.13
2020,1,CAMPECHE,CARMEN,259,57,201,1,22.01,77.61,0.39
2020,1,CHIAPAS,CHIAPA DE CORZO,25,11,14,0,44.0,56.0,0.0
2020,1,CHIAPAS,TAPACHULA,267,39,228,0,14.61,85.39,0.0
2020,1,CHIAPAS,TUXTLA GUTIERREZ,248,52,194,2,20.97,78.23,0.81
2020,1,CHIHUAHUA,CHIHUAHUA,257,77,180,0,29.96,70.04,0.0
2020,1,CHIHUAHUA,JUAREZ,267,52,215,0,19.48,80.52,0.0
2020,1,CIUDAD DE MEXICO,ALVARO OBREGON,273,56,214,3,20.51,78.39,1.1
2020,1,CIUDAD DE MEXICO,AZCAPOTZALCO,271,57,213,1,21.03,78.6,0.37
2020,1,CIUDAD DE MEXICO,BENITO JUAREZ,258,135,123,0,52.33,47.67,0.0
2020,1,CIUDAD DE MEXICO,COYOACAN,266,89,177,0,33.46,66.54,0.0
2020,1,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,269,145,123,1,53.9,45.72,0.37
2020,1,CIUDAD DE MEXICO,CUAUHTEMOC,264,86,176,2,32.58,66.67,0.76
2020,1,CIUDAD DE MEXICO,GUSTAVO A. MADERO,282,63,217,2,22.34,76.95,0.71
2020,1,CIUDAD DE MEXICO,IZTACALCO,275,47,227,1,17.09,82.55,0.36
2020,1,CIUDAD DE MEXICO,IZTAPALAPA,281,24,255,2,8.54,90.75,0.71
2020,1,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,261,62,199,0,23.75,76.25,0.0
2020,1,CIUDAD DE MEXICO,MIGUEL HIDALGO,243,77,165,1,31.69,67.9,0.41
2020,1,CIUDAD DE MEXICO,MILPA ALTA,279,70,204,5,25.09,73.12,1.79
2020,1,CIUDAD DE MEXICO,TLAHUAC,278,40,236,2,14.39,84.89,0.72
2020,1,CIUDAD DE MEXICO,TLALPAN,273,58,215,0,21.25,78.75,0.0
2020,1,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,265,97,167,1,36.6,63.02,0.38
2020,1,CIUDAD DE MEXICO,XOCHIMILCO,272,55,217,0,20.22,79.78,0.0
2020,1,COAHUILA DE ZARAGOZA,MATAMOROS,17,8,9,0,47.06,52.94,0.0
2020,1,COAHUILA DE ZARAGOZA,NAVA,10,7,3,0,70.0,30.0,0.0
2020,1,COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,248,144,104,0,58.06,41.94,0.0
2020,1,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,23,14,9,0,60.87,39.13,0.0
2020,1,COAHUILA DE ZARAGOZA,SALTILLO,234,150,84,0,64.1,35.9,0.0
2020,1,COAHUILA DE ZARAGOZA,TORREON,149,73,76,0,48.99,51.01,0.0
2020,1,COLIMA,COLIMA,80,32,48,0,40.0,60.0,0.0
2020,1,COLIMA,MANZANILLO,258,81,176,1,31.4,68.22,0.39
2020,1,COLIMA,VILLA DE ALVAREZ,178,50,127,1,28.09,71.35,0.56
2020,1,DURANGO,DURANGO,265,145,119,1,54.72,44.91,0.38
2020,1,DURANGO,GOMEZ PALACIO,74,39,35,0,52.7,47.3,0.0
2020,1,DURANGO,LERDO,19,8,11,0,42.11,57.89,0.0
2020,1,GUANAJUATO,GUANAJUATO,277,66,211,0,23.83,76.17,0.0
2020,1,GUANAJUATO,LEON,248,29,219,0,11.69,88.31,0.0
2020,1,GUANAJUATO,PURISIMA DEL RINCON,5,1,4,0,20.0,80.0,0.0
2020,1,GUANAJUATO,SAN FRANCISCO DEL RINCON,19,3,16,0,15.79,84.21,0.0
2020,1,GUERRERO,ACAPULCO DE JUAREZ,244,45,198,1,18.44,81.15,0.41
2020,1,GUERRERO,CHILPANCINGO DE LOS BRAVO,254,25,225,4,9.84,88.58,1.57
2020,1,GUERRERO,ZIHUATANEJO DE AZUETA,266,55,210,1,20.68,78.95,0.38
2020,1,HIDALGO,MINERAL DE LA REFORMA,73,32,41,0,43.84,56.16,0.0
2020,1,HIDALGO,PACHUCA DE SOTO,186,67,119,0,36.02,63.98,0.0
2020,1,JALISCO,GUADALAJARA,258,45,213,0,17.44,82.56,0.0
2020,1,JALISCO,PUERTO VALLARTA,270,187,81,2,69.26,30.0,0.74
2020,1,JALISCO,SAN PEDRO TLAQUEPAQUE,256,59,197,0,23.05,76.95,0.0
2020,1,JALISCO,TLAJOMULCO DE ZUNIGA,258,56,202,0,21.71,78.29,0.0
2020,1,JALISCO,TONALA,256,46,209,1,17.97,81.64,0.39
2020,1,JALISCO,ZAPOPAN,255,80,175,0,31.37,68.63,0.0
2020,1,MEXICO,ALMOLOYA DE JUAREZ,5,0,5,0,0.0,100.0,0.0
2020,1,MEXICO,ATIZAPAN DE ZARAGOZA,260,46,211,3,17.69,81.15,1.15
2020,1,MEXICO,CHIMALHUACAN,270,42,227,1,15.56,84.07,0.37
2020,1,MEXICO,CUAUTITLAN IZCALLI,260,35,225,0,13.46,86.54,0.0
2020,1,MEXICO,ECATEPEC DE MORELOS,269,15,253,1,5.58,94.05,0.37
