"Encuesta Nacional de Seguridad Pública Urbana 2024 (I Trimestre)",
,
"Nombre de archivo","Título de Tablas"
"conjunto_de_datos_ensu_viv_0324","Cuestionario sociodemográfico sección I y II"
"conjunto_de_datos_ensu_cs_0324","Cuestionario sociodemográfico sección III"
"conjunto_de_datos_ensu_cb_0324","Cuestionario principal de la encuesta sección I, II, III, IV"
