pro_viv,descrip
001…819,"Es el número consecutivo que se asigna a cada una de las viviendas del área de listado y corresponde exactamente con el anotado en el croquis de manzana o localidad rural. Sirve para identificar físicamente, sobre el terreno, la vivienda seleccionada, con ayuda del croquis de manzana o localidad"
