AÑO,TRIMESTRE,NOM_ENT,NOM_MUN,TOTAL_REGISTROS,TOTAL_SEGUROS,TOTAL_INSEGUROS,TOTAL_NO_RESPONDE,PCT_SEGUROS,PCT_INSEGUROS,PCT_NO_RESPONDE
2019,1,AGUASCALIENTES,Aguascalientes,249,107,137,5,42.971887550200805,55.020080321285135,2.0080321285140563
2019,1,AGUASCALIENTES,Jesus Maria,18,8,10,0,44.44444444444444,55.55555555555556,0.0
2019,1,BAJA CALIFORNIA,Mexicali,260,81,178,1,31.153846153846153,68.46153846153847,0.38461538461538464
2019,1,BAJA CALIFORNIA,Tijuana,261,73,188,0,27.969348659003828,72.03065134099617,0.0
2019,1,BAJA CALIFORNIA SUR,La Paz,262,127,135,0,48.473282442748086,51.526717557251914,0.0
2019,1,BAJA CALIFORNIA SUR,Los Cabos,256,147,105,4,57.421875,41.015625,1.5625
2019,1,CAMPECHE,Campeche,268,132,135,1,49.25373134328358,50.373134328358205,0.3731343283582089
2019,1,CAMPECHE,Carmen,259,69,187,3,26.640926640926644,72.2007722007722,1.1583011583011582
2019,1,CHIAPAS,Chiapa de Corzo,22,4,18,0,18.181818181818183,81.81818181818183,0.0
2019,1,CHIAPAS,Tapachula,269,12,257,0,4.4609665427509295,95.53903345724906,0.0
2019,1,CHIAPAS,Tuxtla Gutierrez,247,27,220,0,10.931174089068826,89.06882591093117,0.0
2019,1,CHIHUAHUA,Chihuahua,264,67,196,1,25.37878787878788,74.24242424242425,0.3787878787878788
2019,1,CHIHUAHUA,Juarez,268,71,197,0,26.492537313432834,73.50746268656717,0.0
2019,1,CIUDAD DE MEXICO,Azcapotzalco,49,12,37,0,24.489795918367346,75.51020408163265,0.0
2019,1,CIUDAD DE MEXICO,Benito Juarez,58,21,37,0,36.206896551724135,63.793103448275865,0.0
2019,1,CIUDAD DE MEXICO,Coyoacan,89,24,65,0,26.96629213483146,73.03370786516854,0.0
2019,1,CIUDAD DE MEXICO,Cuajimalpa de Morelos,14,7,7,0,50.0,50.0,0.0
2019,1,CIUDAD DE MEXICO,Cuauhtemoc,73,10,63,0,13.698630136986301,86.3013698630137,0.0
2019,1,CIUDAD DE MEXICO,Gustavo A. Madero,160,13,147,0,8.125,91.875,0.0
2019,1,CIUDAD DE MEXICO,Iztacalco,47,4,43,0,8.51063829787234,91.48936170212765,0.0
2019,1,CIUDAD DE MEXICO,Iztapalapa,183,27,156,0,14.754098360655737,85.24590163934425,0.0
2019,1,CIUDAD DE MEXICO,La Magdalena Contreras,27,1,26,0,3.7037037037037033,96.29629629629629,0.0
2019,1,CIUDAD DE MEXICO,Miguel Hidalgo,46,13,33,0,28.26086956521739,71.73913043478261,0.0
2019,1,CIUDAD DE MEXICO,Milpa Alta,9,2,7,0,22.22222222222222,77.77777777777779,0.0
2019,1,CIUDAD DE MEXICO,Tlahuac,35,3,32,0,8.571428571428571,91.42857142857143,0.0
2019,1,CIUDAD DE MEXICO,Tlalpan,91,17,74,0,18.681318681318682,81.31868131868131,0.0
2019,1,CIUDAD DE MEXICO,Venustiano Carranza,61,15,46,0,24.59016393442623,75.40983606557377,0.0
2019,1,CIUDAD DE MEXICO,Xochimilco,42,5,37,0,11.904761904761903,88.09523809523809,0.0
2019,1,CIUDAD DE MEXICO,alvaro Obregon,86,23,63,0,26.744186046511626,73.25581395348837,0.0
2019,1,COAHUILA DE ZARAGOZA,Matamoros,13,6,7,0,46.15384615384615,53.84615384615385,0.0
2019,1,COAHUILA DE ZARAGOZA,Nava,10,2,8,0,20.0,80.0,0.0
2019,1,COAHUILA DE ZARAGOZA,Piedras Negras,251,124,127,0,49.40239043824701,50.59760956175299,0.0
2019,1,COAHUILA DE ZARAGOZA,Ramos Arizpe,25,20,5,0,80.0,20.0,0.0
2019,1,COAHUILA DE ZARAGOZA,Saltillo,231,162,69,0,70.12987012987013,29.87012987012987,0.0
2019,1,COAHUILA DE ZARAGOZA,Torreon,153,73,80,0,47.712418300653596,52.28758169934641,0.0
2019,1,COLIMA,Colima,83,28,55,0,33.734939759036145,66.26506024096386,0.0
2019,1,COLIMA,Manzanillo,241,65,176,0,26.970954356846473,73.02904564315352,0.0
2019,1,COLIMA,Villa de alvarez,184,54,130,0,29.347826086956523,70.65217391304348,0.0
2019,1,DURANGO,Durango,263,151,112,0,57.414448669201526,42.585551330798474,0.0
