AÑO,TRIMESTRE,NOM_ENT,NOM_MUN,TOTAL_REGISTROS,TOTAL_SEGUROS,TOTAL_INSEGUROS,TOTAL_NO_RESPONDE,PCT_SEGUROS,PCT_INSEGUROS,PCT_NO_RESPONDE
2025,1,AGUASCALIENTES,AGUASCALIENTES,244,147,95,2,60.245901639344254,38.9344262295082,0.819672131147541
2025,1,AGUASCALIENTES,JESUS MARIA,20,8,12,0,40.0,60.0,0.0
2025,1,BAJA CALIFORNIA,MEXICALI,259,78,181,0,30.115830115830118,69.88416988416989,0.0
2025,1,BAJA CALIFORNIA,TIJUANA,259,100,159,0,38.61003861003861,61.38996138996139,0.0
2025,1,BAJA CALIFORNIA SUR,LA PAZ,259,186,70,3,71.81467181467181,27.027027027027028,1.1583011583011582
2025,1,BAJA CALIFORNIA SUR,LOS CABOS,256,193,58,5,75.390625,22.65625,1.953125
2025,1,CAMPECHE,CAMPECHE,264,111,153,0,42.04545454545455,57.95454545454546,0.0
2025,1,CAMPECHE,CARMEN,258,125,131,2,48.44961240310077,50.775193798449614,0.7751937984496124
2025,1,CHIAPAS,CHIAPA DE CORZO,29,9,20,0,31.03448275862069,68.96551724137932,0.0
2025,1,CHIAPAS,TAPACHULA,271,38,233,0,14.022140221402212,85.97785977859779,0.0
2025,1,CHIAPAS,TUXTLA GUTIERREZ,236,74,162,0,31.35593220338983,68.64406779661016,0.0
2025,1,CHIHUAHUA,CHIHUAHUA,262,135,126,1,51.526717557251914,48.091603053435115,0.38167938931297707
2025,1,CHIHUAHUA,JUAREZ,265,111,154,0,41.88679245283019,58.11320754716981,0.0
2025,1,CIUDAD DE MEXICO,ALVARO OBREGON,261,113,148,0,43.29501915708812,56.70498084291188,0.0
2025,1,CIUDAD DE MEXICO,AZCAPOTZALCO,267,102,165,0,38.20224719101123,61.79775280898876,0.0
2025,1,CIUDAD DE MEXICO,BENITO JUAREZ,262,209,52,1,79.77099236641222,19.84732824427481,0.38167938931297707
2025,1,CIUDAD DE MEXICO,COYOACAN,260,147,112,1,56.53846153846154,43.07692307692308,0.38461538461538464
2025,1,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,262,136,126,0,51.908396946564885,48.091603053435115,0.0
2025,1,CIUDAD DE MEXICO,CUAUHTEMOC,262,107,151,4,40.839694656488554,57.63358778625955,1.5267175572519083
2025,1,CIUDAD DE MEXICO,GUSTAVO A. MADERO,267,83,174,10,31.086142322097377,65.1685393258427,3.7453183520599254
2025,1,CIUDAD DE MEXICO,IZTACALCO,268,114,153,1,42.53731343283582,57.08955223880597,0.3731343283582089
