upm,descrip
0000001 … 9999999,"Número de identificación único a nivel nacional de siete dígitos con el cual se identifica en el ámbito nacional a cada área de listado, que en este caso, corresponde a la Unidad Primaria de Muestreo (UPM) seleccionada, al interior de la cual se encuentran a su vez las viviendas seleccionadas para la encuesta."
